"numcas"                                         ;"nomsa"                                 ;"natureetude"         ;"DL50/CL50" ;"valeur"         ;"unite" ;"espece"  ;"sexe"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"> 2,199"        ;"mg/L"  ;"rat"     ;"M"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"1,2"            ;"mg/L"  ;"rat"     ;"F"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"0,989 - 2,199"  ;"mg/L"  ;"rat"     ;"F"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"2,5"            ;"mg/L"  ;"rat"     ;"M"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue VO"         ;"DL50"      ;"177"            ;"mg/kg" ;"rat"     ;"MF"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue VO"         ;"DL50"      ;"836"            ;"mg/kg" ;"rat"     ;"M"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue VO"         ;"DL50"      ;"621"            ;"mg/kg" ;"rat"     ;"M"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue VO"         ;"DL50"      ;"396"            ;"mg/kg" ;"rat"     ;"F"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue VO"         ;"DL50"      ;"444"            ;"mg/kg" ;"rat"     ;"F"
"153719-23-4"                                        ;"thiamethoxam"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;""
"153719-23-4"                                        ;"thiamethoxam"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 3.72"         ;"mg/L"  ;"rat"     ;""
"153719-23-4"                                        ;"thiamethoxam"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1563"           ;"mg/kg" ;"rat"     ;""
"317815-83-1"                                        ;"thiencarbazone-methyl"                  ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"317815-83-1"                                        ;"thiencarbazone-methyl"                  ;"Toxicite aigue inhalation" ;"CL50"      ;"> 2,08"         ;"mg/L"  ;"rat"     ;"MF"
"317815-83-1"                                        ;"thiencarbazone-methyl"                  ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5050"         ;"mg/kg" ;"rat"     ;"MF"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"lapin"   ;"MF"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5,03"         ;"mg/L"  ;"rat"     ;"MF"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5,34"         ;"mg/L"  ;"rat"     ;"MF"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5"            ;"mg/L"  ;"rat"     ;"MF"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"F"
"79277-27-3"                                         ;"thifensulfuron methyle"                 ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"23564-05-8"                                         ;"thiophanate-methyl"                     ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"23564-05-8"                                         ;"thiophanate-methyl"                     ;"Toxicite aigue inhalation" ;"CL50"      ;"1,9"            ;"mg/L"  ;"rat"     ;"F"
"23564-05-8"                                         ;"thiophanate-methyl"                     ;"Toxicite aigue inhalation" ;"CL50"      ;"1,7"            ;"mg/L"  ;"rat"     ;"M"
"23564-05-8"                                         ;"thiophanate-methyl"                     ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"57018-04-9"                                         ;"Tolclophos methyle"                     ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"57018-04-9"                                         ;"Tolclophos methyle"                     ;"Toxicite aigue inhalation" ;"CL50"      ;">3.32"          ;"mg/L"  ;"rat"     ;""
"57018-04-9"                                         ;"Tolclophos methyle"                     ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"souris"  ;""
"57018-04-9"                                         ;"Tolclophos methyle"                     ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"87820-88-0"                                         ;"tralkoxydime"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"87820-88-0"                                         ;"tralkoxydime"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">3.47"          ;"mg/L"  ;"rat"     ;"MF"
"87820-88-0"                                         ;"tralkoxydime"                           ;"Toxicite aigue VO"         ;"DL50"      ;"934"            ;"mg/kg" ;"rat"     ;"F"
"87820-88-0"                                         ;"tralkoxydime"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1258"           ;"mg/kg" ;"rat"     ;"M"
"87820-88-0"                                         ;"tralkoxydime"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1100"           ;"mg/kg" ;"souris"  ;"F"
"87820-88-0"                                         ;"tralkoxydime"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1231"           ;"mg/kg" ;"souris"  ;"M"
"55219-65-3"                                         ;"triadimenol"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"55219-65-3"                                         ;"triadimenol"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">0.95"          ;"mg/L"  ;"rat"     ;"MF"
"55219-65-3"                                         ;"triadimenol"                            ;"Toxicite aigue VO"         ;"DL50"      ;"1300"           ;"mg/kg" ;"souris"  ;"M"
"55219-65-3"                                         ;"triadimenol"                            ;"Toxicite aigue VO"         ;"DL50"      ;"1105"           ;"mg/kg" ;"rat"     ;"F"
"55219-65-3"                                         ;"triadimenol"                            ;"Toxicite aigue VO"         ;"DL50"      ;"1161"           ;"mg/kg" ;"rat"     ;"M"
"55219-65-3"                                         ;"triadimenol"                            ;"Toxicite aigue VO"         ;"DL50"      ;"1267"           ;"mg/kg" ;"souris"  ;"F"
"2303-17-5"                                          ;"tri-allate"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"2303-17-5"                                          ;"tri-allate"                             ;"Toxicite aigue inhalation" ;"CL50"      ;">5.3"           ;"mg/L"  ;"rat"     ;"MF"
"2303-17-5"                                          ;"tri-allate"                             ;"Toxicite aigue VO"         ;"DL50"      ;"3382"           ;"mg/kg" ;"rat"     ;"M"
"2303-17-5"                                          ;"tri-allate"                             ;"Toxicite aigue VO"         ;"DL50"      ;"1100"           ;"mg/kg" ;"rat"     ;"MF"
"101200-48-0"                                        ;"tribenuron-methyl"                      ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"101200-48-0"                                        ;"tribenuron-methyl"                      ;"Toxicite aigue inhalation" ;"CL50"      ;"> 6"            ;"mg/L"  ;"rat"     ;"MF"
"101200-48-0"                                        ;"tribenuron-methyl"                      ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"055335-06-3"                                        ;"triclopyr"                              ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"055335-06-3"                                        ;"triclopyr"                              ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.8"          ;"mg/L"  ;"rat"     ;""
"055335-06-3"                                        ;"triclopyr"                              ;"Toxicite aigue VO"         ;"DL50"      ;"630"            ;"mg/kg" ;"rat"     ;"F"
"64700-56-7"                                         ;"triclopyr butoxy ethyl ester"           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"64700-56-7"                                         ;"triclopyr butoxy ethyl ester"           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.8"          ;"mg/L"  ;"rat"     ;""
"64700-56-7"                                         ;"triclopyr butoxy ethyl ester"           ;"Toxicite aigue VO"         ;"DL50"      ;"803"            ;"mg/kg" ;"rat"     ;""
"141517-21-7"                                        ;"trifloxystrobine"                       ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"141517-21-7"                                        ;"trifloxystrobine"                       ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"lapin"   ;"MF"
"141517-21-7"                                        ;"trifloxystrobine"                       ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.6"          ;"mg/L"  ;"rat"     ;"MF"
"141517-21-7"                                        ;"trifloxystrobine"                       ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"souris"  ;"MF"
"141517-21-7"                                        ;"trifloxystrobine"                       ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"126535-15-7"                                        ;"triflusulfuron-methyle"                 ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"126535-15-7"                                        ;"triflusulfuron-methyle"                 ;"Toxicite aigue inhalation" ;"CL50"      ;">5.1"           ;"mg/L"  ;"rat"     ;"MF"
"126535-15-7"                                        ;"triflusulfuron-methyle"                 ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"95266-40-3"                                         ;"trinexapac-ethyl"                       ;"Toxicite aigue cutanee"    ;"DL50"      ;">4000"          ;"mg/kg" ;"rat"     ;""
"95266-40-3"                                         ;"trinexapac-ethyl"                       ;"Toxicite aigue inhalation" ;"CL50"      ;">5.3"           ;"mg/L"  ;"rat"     ;""
"95266-40-3"                                         ;"trinexapac-ethyl"                       ;"Toxicite aigue VO"         ;"DL50"      ;"4210"           ;"mg/kg" ;"rat"     ;""
"131983-72-7"                                        ;"triticonazole"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"131983-72-7"                                        ;"triticonazole"                          ;"Toxicite aigue inhalation" ;"CL50"      ;">5.61"          ;"mg/L"  ;"rat"     ;""
"131983-72-7"                                        ;"triticonazole"                          ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
